"Format","MoTeC CSV File",,,"Workbook","Aero Platform"
"Venue","fuji gp",,,"Worksheet","Aero Map"
"Vehicle","acuransxevo22gt3",,,"Vehicle Desc","acuransxevo22gt3"
"Driver","Chris Thompson21",,,"Engine ID",""
"Device","ADL"
"Comment","Simflow\ SimFlow_Fuji_ULTIMATE_PERFECTION.sto",,,"Session","Race"
"Log Date","7/4/2025",,,"Origin Time","0.000","s"
"Log Time","12:12:47 AM",,,"Start Time","0.000","s"
"Sample Rate","50.000","Hz",,"End Time","2263.900","s"
"Duration","2263.900","s",,"Start Distance","0","ft"
"Range","Lap 9 (selection)",,,"End Distance","289191","ft"
"Beacon Markers","197.713 316.399 423.724 526.278 628.438 730.721 838.954 940.989 1043.496 1144.610 1247.110 1359.308 1518.971 1622.668 1725.041 1827.451 1929.042 2044.844 2147.252 2248.998 "


"Time","Rake Angle","Aero Map Proxy"
"s","deg",""


"399.280","0.16","-14.42"
"399.300","0.40","-35.66"
"399.320","0.59","-52.59"
"399.340","0.66","-59.19"
"399.360","0.61","-54.87"
"399.380","0.45","-40.76"
"399.400","0.25","-22.35"
"399.420","0.07","-6.51"
"399.440","-0.03","3.13"
"399.460","-0.04","3.41"
"399.480","0.03","-3.05"
"399.500","0.15","-14.26"
"399.520","0.25","-23.23"
"399.540","0.29","-27.15"
"399.560","0.29","-26.63"
"399.580","0.25","-22.97"
"399.600","0.21","-19.32"
"399.620","0.17","-16.11"
"399.640","0.16","-14.82"
"399.660","0.16","-14.72"
"399.680","0.16","-14.96"
"399.700","0.15","-14.71"
"399.720","0.13","-12.23"
"399.740","0.11","-10.30"
"399.760","0.08","-8.08"
"399.780","0.07","-7.34"
"399.800","0.07","-6.56"
"399.820","0.07","-6.62"
"399.840","0.08","-7.86"
"399.860","0.08","-8.45"
"399.880","0.09","-9.13"
"399.900","0.09","-8.77"
"399.920","0.09","-9.08"
"399.940","0.07","-7.70"
"399.960","0.06","-6.53"
"399.980","0.05","-5.58"
"400.000","0.05","-5.03"
"400.020","0.05","-4.87"
"400.040","0.04","-4.72"
"400.060","0.05","-5.06"
"400.080","0.05","-5.71"
"400.100","0.06","-6.88"
"400.120","0.07","-7.79"
"400.140","0.09","-9.63"
"400.160","0.10","-10.67"
"400.180","0.11","-11.84"
"400.200","0.11","-11.85"
"400.220","0.10","-11.11"
"400.240","0.08","-8.99"
"400.260","0.07","-8.03"
"400.280","0.05","-5.62"
"400.300","0.05","-5.30"
"400.320","0.05","-5.71"
"400.340","0.06","-6.78"
"400.360","0.07","-8.13"
"400.380","0.09","-10.69"
"400.400","0.11","-12.37"
"400.420","0.07","-7.97"
"400.440","0.08","-9.34"
"400.460","0.08","-9.88"
"400.480","0.07","-8.57"
"400.500","0.08","-9.46"
"400.520","0.13","-15.41"
"400.540","0.11","-13.28"
"400.560","0.10","-11.77"
"400.580","0.08","-9.71"
"400.600","0.02","-1.90"
"400.620","-0.03","3.07"
"400.640","-0.03","3.88"
"400.660","-0.03","4.11"
"400.680","-0.01","0.91"
"400.700","0.05","-6.12"
"400.720","0.09","-10.97"
"400.740","0.10","-13.06"
"400.760","0.10","-12.99"
"400.780","0.14","-17.86"
"400.800","0.16","-20.85"
"400.820","0.18","-22.67"
"400.840","0.21","-26.38"
"400.860","0.20","-25.02"
"400.880","0.15","-19.77"
"400.900","0.13","-16.72"
"400.920","0.11","-14.70"
"400.940","0.12","-15.72"
"400.960","0.08","-10.95"
"400.980","0.23","-30.24"
"401.000","0.43","-55.34"
"401.020","0.09","-11.37"
"401.040","0.21","-27.49"
"401.060","-0.02","3.25"
"401.080","-0.26","34.08"
"401.100","0.26","-33.38"
"401.120","0.42","-54.97"
"401.140","0.62","-81.40"
"401.160","0.71","-92.78"
"401.180","0.50","-65.68"
"401.200","0.09","-11.45"
"401.220","-0.23","30.51"
"401.240","-0.32","41.28"
"401.260","-0.21","27.58"
"401.280","0.03","-4.41"
"401.300","0.31","-40.10"
"401.320","0.50","-65.47"
"401.340","0.55","-71.61"
"401.360","0.46","-59.31"
"401.380","0.26","-33.78"
"401.400","0.15","-19.25"
"401.420","0.18","-23.09"
"401.440","0.23","-29.96"
"401.460","0.33","-42.10"
"401.480","0.46","-59.64"
"401.500","0.45","-57.61"
"401.520","0.41","-53.24"
"401.540","0.35","-45.56"
"401.560","0.26","-33.63"
"401.580","0.20","-25.04"
"401.600","0.16","-20.41"
"401.620","0.19","-24.92"
"401.640","0.24","-30.67"
"401.660","0.26","-32.78"
"401.680","0.22","-27.68"
"401.700","0.20","-25.23"
"401.720","0.21","-26.62"
"401.740","0.22","-28.54"
"401.760","0.30","-38.67"
"401.780","0.35","-44.93"
"401.800","0.35","-44.79"
"401.820","0.36","-45.98"
"401.840","0.35","-44.08"
"401.860","0.31","-39.55"
"401.880","0.26","-32.23"
"401.900","0.20","-25.47"
"401.920","0.15","-19.11"
"401.940","0.16","-20.46"
"401.960","0.24","-29.60"
"401.980","0.33","-40.89"
"402.000","0.39","-48.61"
"402.020","0.39","-48.52"
"402.040","0.34","-42.74"
"402.060","0.28","-35.23"
"402.080","0.23","-29.44"
"402.100","0.22","-27.28"
"402.120","0.23","-28.89"
"402.140","0.25","-31.52"
"402.160","0.27","-33.88"
"402.180","0.29","-36.00"
"402.200","0.29","-35.77"
"402.220","0.23","-29.61"
"402.240","0.19","-23.70"
"402.260","0.17","-21.30"
"402.280","0.19","-23.60"
"402.300","0.23","-28.63"
"402.320","0.26","-33.22"
"402.340","0.28","-35.48"
"402.360","0.28","-34.82"
"402.380","0.25","-30.99"
"402.400","0.21","-26.59"
"402.420","0.21","-26.02"
"402.440","0.22","-28.27"
"402.460","0.25","-31.79"
"402.480","0.27","-34.29"
"402.500","0.27","-34.27"
"402.520","0.25","-31.52"
"402.540","0.22","-27.40"
"402.560","0.19","-24.20"
"402.580","0.18","-22.76"
"402.600","0.17","-22.27"
"402.620","0.17","-21.96"
"402.640","0.16","-20.87"
"402.660","0.15","-18.69"
"402.680","0.12","-15.84"
"402.700","0.11","-13.71"
"402.720","0.11","-13.62"
"402.740","0.11","-13.79"
"402.760","0.10","-13.52"
"402.780","0.10","-12.56"
"402.800","0.09","-11.31"
"402.820","0.09","-11.28"
"402.840","0.10","-13.67"
"402.860","0.14","-18.03"
"402.880","0.16","-21.65"
"402.900","0.18","-23.54"
"402.920","0.18","-24.37"
"402.940","0.17","-22.23"
"402.960","0.15","-19.73"
"402.980","0.13","-17.70"
"403.000","0.11","-14.34"
"403.020","0.09","-11.90"
"403.040","0.08","-10.58"
"403.060","0.08","-10.44"
"403.080","0.08","-11.12"
"403.100","0.09","-12.64"
"403.120","0.11","-15.72"
"403.140","0.14","-18.50"
"403.160","0.16","-22.00"
"403.180","0.19","-26.37"
"403.200","0.23","-31.03"
"403.220","0.26","-35.83"
"403.240","0.28","-38.35"
"403.260","0.28","-38.12"
"403.280","0.26","-35.17"
"403.300","0.24","-32.09"
"403.320","0.23","-31.20"
"403.340","0.24","-33.04"
"403.360","0.26","-35.69"
"403.380","0.28","-37.53"
"403.400","0.28","-38.10"
"403.420","0.27","-37.12"
"403.440","0.27","-36.68"
"403.460","0.27","-36.88"
"403.480","0.28","-37.52"
"403.500","0.28","-38.38"
"403.520","0.26","-35.85"
"403.540","0.24","-33.00"
"403.560","0.21","-29.11"
"403.580","0.18","-24.88"
"403.600","0.17","-23.17"
"403.620","0.16","-21.86"
"403.640","0.15","-20.66"
"403.660","0.15","-20.69"
"403.680","0.16","-21.41"
"403.700","0.16","-21.54"
"403.720","0.16","-22.09"
"403.740","0.17","-23.77"
"403.760","0.18","-24.48"
"403.780","0.19","-25.57"
"403.800","0.20","-28.04"
"403.820","0.22","-30.00"
"403.840","0.23","-31.28"
"403.860","0.24","-32.75"
"403.880","0.24","-33.45"
"403.900","0.26","-34.92"
"403.920","0.28","-37.70"
"403.940","0.30","-40.24"
"403.960","0.33","-44.07"
"403.980","0.35","-47.87"
"404.000","0.39","-51.99"
"404.020","0.41","-55.04"
"404.040","0.43","-57.49"
"404.060","0.44","-58.57"
"404.080","0.43","-57.08"
"404.100","0.41","-53.75"
"404.120","0.38","-49.75"
"404.140","0.34","-44.84"
"404.160","0.32","-41.58"
"404.180","0.31","-39.98"
"404.200","0.30","-39.32"
"404.220","0.30","-39.13"
"404.240","0.30","-38.51"
"404.260","0.30","-38.49"
"404.280","0.29","-37.48"
"404.300","0.29","-37.71"
"404.320","0.31","-39.66"
"404.340","0.31","-40.58"
"404.360","0.33","-42.17"
"404.380","0.33","-42.71"
"404.400","0.33","-42.80"
"404.420","0.33","-41.87"
"404.440","0.31","-40.32"
"404.460","0.30","-38.86"
"404.480","0.29","-37.50"
"404.500","0.28","-35.29"
"404.520","0.27","-34.33"
"404.540","0.27","-34.78"
"404.560","0.28","-35.40"
"404.580","0.29","-36.39"
"404.600","0.31","-39.46"
"404.620","0.31","-39.04"
"404.640","0.29","-37.15"
"404.660","0.29","-35.90"
"404.680","0.27","-34.26"
"404.700","0.28","-35.42"
"404.720","0.29","-35.92"
"404.740","0.31","-38.45"
"404.760","0.33","-40.62"
"404.780","0.34","-42.20"
"404.800","0.34","-42.00"
"404.820","0.33","-41.27"
"404.840","0.32","-39.90"
"404.860","0.31","-38.79"
"404.880","0.30","-37.49"
"404.900","0.29","-35.44"
"404.920","0.27","-33.17"
"404.940","0.26","-31.83"
"404.960","0.25","-30.27"
"404.980","0.25","-30.11"
"405.000","0.25","-31.07"
"405.020","0.27","-32.51"
"405.040","0.28","-33.60"
"405.060","0.30","-36.66"
"405.080","0.32","-39.10"
"405.100","0.34","-41.17"
"405.120","0.36","-43.22"
"405.140","0.37","-44.11"
"405.160","0.36","-42.77"
"405.180","0.35","-41.54"
"405.200","0.34","-40.07"
"405.220","0.33","-39.01"
"405.240","0.32","-38.50"
"405.260","0.33","-39.17"
"405.280","0.35","-40.74"
"405.300","0.37","-42.94"
"405.320","0.38","-44.41"
"405.340","0.39","-45.39"
"405.360","0.40","-46.04"
"405.380","0.41","-46.47"
"405.400","0.42","-47.24"
"405.420","0.43","-48.20"
"405.440","0.44","-48.97"
"405.460","0.44","-49.37"
"405.480","0.45","-49.79"
"405.500","0.46","-50.88"
"405.520","0.46","-51.10"
"405.540","0.47","-51.36"
"405.560","0.47","-51.14"
"405.580","0.47","-50.43"
"405.600","0.45","-47.93"
"405.620","0.43","-46.26"
"405.640","0.44","-46.23"
"405.660","0.44","-45.94"
"405.680","0.44","-45.96"
"405.700","0.44","-45.84"
"405.720","0.44","-45.15"
"405.740","0.43","-44.01"
"405.760","0.43","-43.91"
"405.780","0.44","-44.79"
"405.800","0.44","-44.11"
"405.820","0.45","-44.89"
"405.840","0.45","-44.66"
"405.860","0.42","-41.44"
"405.880","0.37","-36.57"
"405.900","0.34","-33.20"
"405.920","0.36","-34.72"
"405.940","0.39","-37.18"
"405.960","0.41","-39.06"
"405.980","0.46","-43.04"
"406.000","0.53","-49.09"
"406.020","0.57","-53.14"
"406.040","0.59","-53.94"
"406.060","0.57","-51.95"
"406.080","0.55","-49.94"
"406.100","0.53","-47.48"
"406.120","0.48","-42.65"
"406.140","0.44","-38.14"
"406.160","0.40","-35.14"
"406.180","0.40","-34.58"
"406.200","0.40","-34.21"
"406.220","0.41","-34.68"
"406.240","0.41","-34.54"
"406.260","0.39","-33.20"
"406.280","0.38","-31.73"
"406.300","0.36","-29.84"
"406.320","0.33","-27.42"
"406.340","0.31","-25.89"
"406.360","0.28","-23.54"
"406.380","0.25","-21.09"
"406.400","0.22","-18.61"
"406.420","0.18","-15.10"
"406.440","0.17","-14.03"
"406.460","0.16","-13.76"
"406.480","0.17","-14.74"
"406.500","0.18","-15.50"
"406.520","0.18","-15.45"
"406.540","0.18","-15.46"
"406.560","0.18","-15.79"
"406.580","0.18","-15.57"
"406.600","0.19","-16.25"
"406.620","0.19","-16.45"
"406.640","0.20","-17.05"
"406.660","0.21","-17.86"
"406.680","0.20","-17.59"
"406.700","0.22","-18.96"
"406.720","0.21","-18.45"
"406.740","0.20","-17.67"
"406.760","0.20","-17.17"
"406.780","0.19","-16.48"
"406.800","0.19","-16.94"
"406.820","0.19","-16.70"
"406.840","0.19","-16.33"
"406.860","0.18","-16.22"
"406.880","0.18","-15.98"
"406.900","0.17","-15.44"
"406.920","0.17","-14.92"
"406.940","0.17","-14.73"
"406.960","0.17","-15.46"
"406.980","0.19","-16.72"
"407.000","0.21","-18.57"
"407.020","0.22","-19.89"
"407.040","0.24","-21.35"
"407.060","0.25","-22.11"
"407.080","0.25","-22.57"
"407.100","0.25","-22.53"
"407.120","0.24","-21.79"
"407.140","0.23","-20.96"
"407.160","0.21","-19.30"
"407.180","0.19","-17.19"
"407.200","0.17","-15.29"
"407.220","0.15","-13.63"
"407.240","0.14","-12.86"
"407.260","0.14","-12.94"
"407.280","0.15","-13.56"
"407.300","0.16","-14.64"
"407.320","0.17","-15.31"
"407.340","0.18","-16.33"
"407.360","0.18","-16.87"
"407.380","0.18","-16.78"
"407.400","0.18","-17.06"
"407.420","0.19","-17.46"
"407.440","0.20","-18.41"
"407.460","0.20","-18.78"
"407.480","0.20","-18.97"
"407.500","0.21","-19.28"
"407.520","0.20","-18.67"
"407.540","0.20","-18.40"
"407.560","0.19","-18.14"
"407.580","0.18","-17.42"
"407.600","0.17","-16.07"
"407.620","0.15","-14.41"
"407.640","0.15","-13.84"
"407.660","0.15","-14.29"
"407.680","0.16","-14.98"
"407.700","0.17","-16.19"
"407.720","0.19","-17.92"
"407.740","0.20","-18.88"
"407.760","0.20","-18.82"
"407.780","0.19","-18.14"
"407.800","0.17","-16.81"
"407.820","0.16","-15.85"
"407.840","0.17","-16.05"
"407.860","0.18","-17.71"
"407.880","0.20","-19.73"
"407.900","0.21","-20.69"
"407.920","0.22","-21.14"
"407.940","0.21","-20.46"
"407.960","0.19","-18.74"
"407.980","0.16","-15.65"
"408.000","0.12","-12.32"
"408.020","0.10","-10.03"
"408.040","0.09","-8.69"
"408.060","0.08","-8.36"
"408.080","0.08","-8.54"
"408.100","0.10","-9.82"
"408.120","0.13","-12.77"
"408.140","0.17","-17.51"
"408.160","0.22","-22.40"
"408.180","0.25","-25.53"
"408.200","0.26","-26.19"
"408.220","0.22","-22.45"
"408.240","0.16","-16.43"
"408.260","0.10","-10.54"
"408.280","0.07","-7.16"
"408.300","0.07","-7.30"
"408.320","0.09","-9.40"
"408.340","0.11","-11.29"
"408.360","0.10","-10.68"
"408.380","0.10","-10.06"
"408.400","0.11","-11.28"
"408.420","0.12","-12.35"
"408.440","0.12","-13.02"
"408.460","0.14","-14.59"
"408.480","0.15","-16.32"
"408.500","0.14","-15.06"
"408.520","0.12","-13.36"
"408.540","0.11","-12.12"
"408.560","0.10","-11.44"
"408.580","0.10","-10.79"
"408.600","0.09","-9.89"
"408.620","0.09","-9.75"
"408.640","0.09","-10.15"
"408.660","0.10","-10.95"
"408.680","0.11","-11.90"
"408.700","0.11","-12.95"
"408.720","0.12","-13.30"
"408.740","0.11","-13.07"
"408.760","0.11","-12.53"
"408.780","0.10","-11.70"
"408.800","0.10","-11.10"
"408.820","0.10","-11.20"
"408.840","0.10","-11.85"
"408.860","0.11","-12.73"
"408.880","0.11","-12.96"
"408.900","0.11","-12.42"
"408.920","0.09","-10.95"
"408.940","0.08","-9.70"
"408.960","0.08","-9.06"
"408.980","0.08","-9.80"
"409.000","0.09","-11.19"
"409.020","0.10","-12.69"
"409.040","0.12","-14.24"
"409.060","0.12","-14.84"
"409.080","0.12","-14.36"
"409.100","0.10","-12.68"
"409.120","0.09","-11.57"
"409.140","0.08","-9.77"
"409.160","0.07","-9.14"
"409.180","0.07","-9.32"
"409.200","0.08","-9.57"
"409.220","0.08","-10.64"
"409.240","0.09","-11.55"
"409.260","0.10","-13.09"
"409.280","0.12","-14.89"
"409.300","0.13","-15.99"
"409.320","0.13","-16.37"
"409.340","0.12","-15.73"
"409.360","0.12","-15.28"
"409.380","0.11","-14.82"
"409.400","0.11","-14.42"
"409.420","0.11","-14.03"
"409.440","0.10","-12.83"
"409.460","0.09","-11.90"
"409.480","0.08","-11.04"
"409.500","0.08","-10.13"
"409.520","0.08","-11.01"
"409.540","0.09","-11.55"
"409.560","0.09","-12.15"
"409.580","0.09","-12.61"
"409.600","0.09","-12.51"
"409.620","0.10","-13.70"
"409.640","0.10","-14.21"
"409.660","0.11","-15.14"
"409.680","0.12","-15.73"
"409.700","0.11","-14.96"
"409.720","0.10","-14.24"
"409.740","0.10","-13.82"
"409.760","0.10","-13.40"
"409.780","0.10","-13.39"
"409.800","0.11","-15.08"
"409.820","0.11","-15.06"
"409.840","0.10","-14.68"
"409.860","0.10","-13.86"
"409.880","0.09","-12.49"
"409.900","0.08","-11.75"
"409.920","0.09","-12.52"
"409.940","0.09","-12.76"
"409.960","0.09","-12.97"
"409.980","0.09","-13.35"
"410.000","0.09","-12.80"
"410.020","0.09","-13.06"
"410.040","0.09","-12.85"
"410.060","0.09","-13.13"
"410.080","0.09","-13.65"
"410.100","0.10","-14.43"
"410.120","0.10","-15.11"
"410.140","0.10","-15.35"
"410.160","0.10","-15.11"
"410.180","0.11","-15.73"
"410.200","0.11","-15.88"
"410.220","0.11","-15.70"
"410.240","0.09","-14.14"
"410.260","0.08","-12.55"
"410.280","0.08","-11.89"
"410.300","0.09","-13.01"
"410.320","0.09","-14.16"
"410.340","0.10","-15.17"
"410.360","0.10","-14.47"
"410.380","0.09","-14.00"
"410.400","0.09","-14.22"
"410.420","0.09","-14.33"
"410.440","0.10","-14.98"
"410.460","0.10","-14.67"
"410.480","0.09","-14.00"
"410.500","0.09","-14.29"
"410.520","0.10","-15.36"
"410.540","0.10","-15.93"
"410.560","0.10","-15.74"
"410.580","0.09","-14.80"
"410.600","0.09","-14.55"
"410.620","0.10","-15.46"
"410.640","0.11","-17.16"
"410.660","0.11","-17.13"
"410.680","0.10","-15.23"
"410.700","0.08","-13.08"
"410.720","0.08","-13.18"
"410.740","0.09","-15.17"
"410.760","0.10","-16.48"
"410.780","0.10","-16.08"
"410.800","0.10","-15.41"
"410.820","0.10","-16.93"
"410.840","0.12","-18.92"
"410.860","0.12","-19.33"
"410.880","0.11","-17.95"
"410.900","0.09","-15.42"
"410.920","0.08","-13.89"
"410.940","0.09","-14.49"
"410.960","0.09","-14.96"
"410.980","0.09","-15.59"
"411.000","0.09","-15.20"
"411.020","0.09","-14.77"
"411.040","0.10","-15.81"
"411.060","0.10","-17.22"
"411.080","0.11","-19.01"
"411.100","0.12","-20.00"
"411.120","0.13","-20.93"
"411.140","0.12","-19.68"
"411.160","0.11","-17.91"
"411.180","0.10","-16.68"
"411.200","0.10","-16.85"
"411.220","0.10","-17.38"
"411.240","0.10","-17.04"
"411.260","0.09","-15.70"
"411.280","0.09","-15.42"
"411.300","0.09","-15.18"
"411.320","0.09","-15.36"
"411.340","0.09","-16.18"
"411.360","0.11","-18.50"
"411.380","0.12","-21.21"
"411.400","0.14","-23.44"
"411.420","0.12","-21.33"
"411.440","0.12","-20.21"
"411.460","0.12","-21.12"
"411.480","0.13","-22.60"
"411.500","0.12","-20.47"
"411.520","0.08","-14.09"
"411.540","0.06","-10.32"
"411.560","0.07","-12.48"
"411.580","0.10","-18.28"
"411.600","0.13","-22.20"
"411.620","0.13","-22.49"
"411.640","0.12","-21.30"
"411.660","0.13","-22.66"
"411.680","0.14","-24.65"
"411.700","0.14","-24.31"
"411.720","0.12","-20.79"
"411.740","0.10","-17.80"
"411.760","0.10","-18.38"
"411.780","0.13","-23.35"
"411.800","0.17","-30.51"
"411.820","0.21","-37.66"
"411.840","0.24","-42.52"
"411.860","0.23","-40.57"
"411.880","0.19","-34.14"
"411.900","0.15","-26.54"
"411.920","0.13","-23.27"
"411.940","0.12","-21.40"
"411.960","0.11","-19.51"
"411.980","0.10","-18.59"
"412.000","0.10","-17.98"
"412.020","0.10","-19.11"
"412.040","0.11","-20.38"
"412.060","0.13","-23.32"
"412.080","0.14","-26.34"
"412.100","0.15","-27.81"
"412.120","0.15","-26.79"
"412.140","0.14","-25.87"
"412.160","0.14","-26.37"
"412.180","0.14","-25.59"
"412.200","0.11","-21.15"
"412.220","0.08","-14.94"
"412.240","0.06","-11.84"
"412.260","0.07","-12.57"
"412.280","0.08","-14.60"
"412.300","0.09","-17.42"
"412.320","0.11","-20.98"
"412.340","0.13","-25.01"
"412.360","0.14","-25.85"
"412.380","0.13","-24.28"
"412.400","0.12","-21.97"
"412.420","0.11","-21.24"
"412.440","0.11","-20.60"
"412.460","0.10","-18.83"
"412.480","0.09","-16.93"
"412.500","0.09","-17.33"
"412.520","0.11","-20.47"
"412.540","0.11","-21.80"
"412.560","0.12","-21.96"
"412.580","0.12","-22.97"
"412.600","0.13","-24.36"
"412.620","0.12","-23.52"
"412.640","0.11","-21.87"
"412.660","0.10","-19.59"
"412.680","0.09","-16.93"
"412.700","0.08","-14.99"
"412.720","0.09","-16.85"
"412.740","0.11","-21.31"
"412.760","0.13","-24.97"
"412.780","0.13","-25.49"
"412.800","0.13","-24.87"
"412.820","0.13","-24.78"
"412.840","0.13","-25.47"
"412.860","0.13","-24.72"
"412.880","0.11","-21.99"
"412.900","0.11","-21.27"
"412.920","0.11","-21.96"
"412.940","0.11","-22.48"
"412.960","0.12","-23.07"
"412.980","0.12","-22.95"
"413.000","0.11","-21.00"
"413.020","0.09","-18.49"
"413.040","0.10","-19.46"
"413.060","0.12","-23.18"
"413.080","0.13","-25.43"
"413.100","0.13","-25.22"
"413.120","0.13","-25.75"
"413.140","0.15","-29.40"
"413.160","0.16","-32.10"
"413.180","0.15","-29.82"
"413.200","0.13","-26.06"
"413.220","0.12","-24.77"
"413.240","0.12","-25.02"
"413.260","0.11","-23.00"
"413.280","0.10","-20.74"
"413.300","0.11","-23.11"
"413.320","0.11","-22.41"
"413.340","0.11","-22.12"
"413.360","0.11","-21.34"
"413.380","0.13","-25.71"
"413.400","0.15","-30.47"
"413.420","0.16","-33.42"
"413.440","0.16","-33.51"
"413.460","0.17","-34.00"
"413.480","0.16","-33.28"
"413.500","0.14","-28.72"
"413.520","0.11","-22.46"
"413.540","0.10","-19.55"
"413.560","0.10","-20.37"
"413.580","0.11","-22.25"
"413.600","0.11","-23.10"
"413.620","0.12","-23.90"
"413.640","0.12","-25.18"
"413.660","0.14","-29.70"
"413.680","0.15","-30.34"
"413.700","0.14","-30.08"
"413.720","0.13","-26.02"
"413.740","0.14","-29.55"
"413.760","0.14","-29.68"
"413.780","0.13","-26.20"
"413.800","0.11","-22.12"
"413.820","0.11","-23.37"
"413.840","0.12","-25.33"
"413.860","0.12","-25.90"
"413.880","0.12","-25.08"
"413.900","0.12","-25.71"
"413.920","0.13","-27.84"
"413.940","0.14","-29.61"
"413.960","0.14","-29.62"
"413.980","0.14","-28.54"
"414.000","0.13","-27.20"
"414.020","0.12","-25.32"
"414.040","0.11","-24.33"
"414.060","0.10","-22.29"
"414.080","0.09","-20.02"
"414.100","0.10","-21.04"
"414.120","0.13","-27.03"
"414.140","0.14","-30.07"
"414.160","0.14","-30.40"
"414.180","0.15","-31.07"
"414.200","0.15","-31.86"
"414.220","0.15","-31.90"
"414.240","0.14","-30.53"
"414.260","0.14","-30.94"
"414.280","0.15","-31.38"
"414.300","0.13","-27.35"
"414.320","0.10","-20.81"
"414.340","0.09","-20.53"
"414.360","0.12","-25.90"
"414.380","0.14","-30.36"
"414.400","0.13","-29.18"
"414.420","0.13","-28.02"
"414.440","0.13","-27.54"
"414.460","0.14","-30.53"
"414.480","0.16","-34.25"
"414.500","0.15","-32.37"
"414.520","0.15","-31.94"
"414.540","0.18","-39.73"
"414.560","0.19","-40.81"
"414.580","0.11","-25.16"
"414.600","0.04","-9.48"
"414.620","0.05","-11.45"
"414.640","0.10","-21.13"
"414.660","0.14","-30.11"
"414.680","0.17","-37.95"
"414.700","0.19","-41.32"
"414.720","0.17","-37.73"
"414.740","0.13","-28.98"
"414.760","0.11","-23.36"
"414.780","0.11","-24.69"
"414.800","0.16","-35.52"
"414.820","0.18","-40.55"
"414.840","0.18","-39.98"
"414.860","0.17","-38.50"
"414.880","0.16","-35.52"
"414.900","0.13","-28.87"
"414.920","0.09","-19.55"
"414.940","0.07","-16.23"
"414.960","0.09","-20.76"
"414.980","0.15","-34.02"
"415.000","0.22","-48.27"
"415.020","0.23","-50.77"
"415.040","0.18","-41.43"
"415.060","0.11","-23.91"
"415.080","0.06","-14.43"
"415.100","0.10","-21.61"
"415.120","0.16","-36.32"
"415.140","0.22","-48.54"
"415.160","0.27","-60.83"
"415.180","0.27","-60.67"
"415.200","0.22","-49.03"
"415.220","0.16","-35.38"
"415.240","0.17","-39.18"
"415.260","0.19","-42.55"
"415.280","0.15","-32.91"
"415.300","0.09","-20.15"
"415.320","0.16","-35.61"
"415.340","0.24","-54.99"
"415.360","0.21","-48.62"
"415.380","0.14","-31.63"
"415.400","0.14","-31.14"
"415.420","0.15","-34.25"
"415.440","0.10","-22.02"
"415.460","0.06","-13.35"
"415.480","0.10","-22.33"
"415.500","0.18","-40.30"
"415.520","0.22","-50.62"
"415.540","0.22","-50.25"
"415.560","0.18","-41.71"
"415.580","0.15","-35.31"
"415.600","0.14","-32.27"
"415.620","0.13","-30.77"
"415.640","0.12","-28.72"
"415.660","0.14","-32.42"
"415.680","0.14","-33.13"
"415.700","0.12","-27.08"
"415.720","0.12","-28.36"
"415.740","0.18","-41.60"
"415.760","0.22","-50.07"
"415.780","0.19","-44.71"
"415.800","0.14","-32.44"
"415.820","0.11","-25.76"
"415.840","0.12","-28.68"
"415.860","0.16","-36.52"
"415.880","0.17","-40.62"
"415.900","0.18","-42.18"
"415.920","0.17","-39.73"
"415.940","0.16","-37.24"
"415.960","0.14","-33.46"
"415.980","0.10","-23.98"
"416.000","0.08","-19.72"
"416.020","0.15","-34.94"
"416.040","0.19","-45.68"
"416.060","0.22","-52.59"
"416.080","0.17","-39.29"
"416.100","0.09","-22.25"
"416.120","0.13","-31.33"
"416.140","0.20","-47.66"
"416.160","0.16","-37.48"
"416.180","0.12","-29.17"
"416.200","0.14","-31.93"
"416.220","0.15","-36.19"
"416.240","0.15","-34.92"
"416.260","0.16","-37.30"
"416.280","0.19","-45.53"
"416.300","0.19","-46.21"
"416.320","0.15","-36.76"
"416.340","0.14","-32.90"
"416.360","0.14","-33.60"
"416.380","0.10","-24.86"
"416.400","0.09","-21.51"
"416.420","0.13","-31.12"
"416.440","0.18","-43.66"
"416.460","0.22","-52.76"
"416.480","0.25","-59.52"
"416.500","0.15","-36.59"
"416.520","0.08","-18.32"
"416.540","0.07","-16.43"
"416.560","0.13","-31.50"
"416.580","0.19","-44.61"
"416.600","0.18","-42.71"
"416.620","0.10","-24.12"
"416.640","0.12","-29.46"
"416.660","0.19","-45.44"
"416.680","0.23","-54.35"
"416.700","0.20","-47.66"
"416.720","0.15","-35.73"
"416.740","0.15","-35.13"
"416.760","0.16","-39.00"
"416.780","0.18","-43.73"
"416.800","0.17","-41.78"
"416.820","0.15","-36.90"
"416.840","0.10","-25.28"
"416.860","0.12","-27.94"
"416.880","0.15","-37.47"
"416.900","0.16","-39.07"
"416.920","0.18","-44.30"
"416.940","0.22","-53.64"
"416.960","0.17","-42.19"
"416.980","0.10","-25.14"
"417.000","0.15","-35.53"
"417.020","0.19","-45.88"
"417.040","0.17","-41.83"
"417.060","0.16","-38.32"
"417.080","0.16","-39.36"
"417.100","0.15","-37.94"
"417.120","0.11","-27.04"
"417.140","0.11","-26.32"
"417.160","0.16","-38.32"
"417.180","0.21","-51.99"
"417.200","0.23","-57.26"
"417.220","0.19","-47.16"
"417.240","0.14","-35.52"
"417.260","0.13","-31.43"
"417.280","0.15","-36.51"
"417.300","0.18","-44.11"
